2.646672630310058594e+01,3.217624282836914062e+01,3.185816955566406250e+01
5.231872558593750000e+01,5.531602478027343750e+01,6.091729736328125000e+01
6.936101531982421875e+01,7.895463562011718750e+01,6.876393127441406250e+01
8.401984405517578125e+01,9.395463562011718750e+01,8.560997009277343750e+01
8.531591033935546875e+01,9.395463562011718750e+01,8.337266540527343750e+01
1.004584732055664062e+02,1.055300064086914062e+02,9.289358520507812500e+01
9.976566314697265625e+01,1.231103363037109375e+02,1.002175292968750000e+02
9.860633850097656250e+01,1.182877960205078125e+02,9.893296051025390625e+01
9.756837463378906250e+01,1.047139129638671875e+02,9.608146667480468750e+01
1.066182327270507812e+02,1.087705993652343750e+02,9.399363708496093750e+01
1.036322631835937500e+02,1.104758300781250000e+02,9.840692138671875000e+01
1.049431381225585938e+02,1.292284393310546875e+02,1.078335113525390625e+02
1.038134307861328125e+02,1.245321502685546875e+02,1.083194808959960938e+02
1.055020751953125000e+02,1.129804077148437500e+02,1.144697036743164062e+02
1.057572937011718750e+02,1.127203063964843750e+02,1.038260040283203125e+02
1.264455413818359375e+02,1.206572570800781250e+02,1.097716827392578125e+02
1.175310974121093750e+02,1.210789489746093750e+02,1.263215179443359375e+02
1.426395263671875000e+02,1.303747711181640625e+02,1.204565277099609375e+02
1.363472747802734375e+02,1.302040100097656250e+02,1.172690124511718750e+02
1.238640747070312500e+02,1.536654510498046875e+02,1.270363311767578125e+02
1.224703445434570312e+02,1.518810729980468750e+02,1.256566009521484375e+02
1.209844589233398438e+02,1.490819396972656250e+02,1.267033691406250000e+02
1.178997955322265625e+02,1.409464569091796875e+02,1.244676971435546875e+02
1.272491683959960938e+02,1.272289428710937500e+02,1.289107208251953125e+02
1.236240615844726562e+02,1.260508728027343750e+02,1.485049591064453125e+02
1.339071655273437500e+02,1.341008758544921875e+02,1.304345703125000000e+02
1.284863281250000000e+02,1.528043365478515625e+02,1.341218414306640625e+02
1.478631744384765625e+02,1.421489257812500000e+02,1.373541717529296875e+02
1.367272949218750000e+02,1.657260437011718750e+02,1.412796325683593750e+02
1.500834350585937500e+02,1.427837982177734375e+02,1.502299041748046875e+02
1.422699890136718750e+02,1.461563568115234375e+02,1.775697021484375000e+02
1.427970428466796875e+02,1.449946441650390625e+02,1.733030090332031250e+02
1.584844360351562500e+02,1.497758026123046875e+02,1.508720092773437500e+02
1.479688720703125000e+02,1.504914093017578125e+02,1.801245269775390625e+02
1.481189727783203125e+02,1.522701873779296875e+02,1.775681304931640625e+02
1.468412017822265625e+02,1.536503601074218750e+02,1.721044006347656250e+02
1.501188812255859375e+02,1.838817901611328125e+02,1.544362335205078125e+02
1.532707061767578125e+02,1.586309051513671875e+02,1.769156036376953125e+02
1.793236236572265625e+02,1.652366027832031250e+02,1.565535583496093750e+02
1.593155212402343750e+02,1.953222656250000000e+02,1.634921264648437500e+02
1.609601287841796875e+02,1.678432464599609375e+02,1.901131134033203125e+02
1.640991516113281250e+02,2.013653869628906250e+02,1.681145477294921875e+02
1.669103698730468750e+02,1.733634643554687500e+02,1.978729400634765625e+02
1.699740447998046875e+02,2.104671325683593750e+02,1.726174316406250000e+02
1.696937255859375000e+02,2.083200531005859375e+02,1.727062988281250000e+02
1.713709869384765625e+02,1.762713317871093750e+02,2.032055206298828125e+02
1.995357818603515625e+02,1.820470123291015625e+02,1.757899932861328125e+02
1.763749694824218750e+02,2.166422576904296875e+02,1.787484741210937500e+02
1.780204010009765625e+02,1.833302917480468750e+02,2.103730468750000000e+02
2.086858215332031250e+02,1.898288879394531250e+02,1.835806732177734375e+02
1.837362213134765625e+02,1.908538970947265625e+02,2.160799407958984375e+02
1.812448272705078125e+02,1.906702270507812500e+02,2.114602203369140625e+02
1.802391510009765625e+02,1.922254791259765625e+02,2.071652374267578125e+02
