2.521659851074218750e+00,2.970795392990112305e+00,2.511692523956298828e+00
6.594849109649658203e+00,5.361635684967041016e+00,4.658589363098144531e+00
8.647238731384277344e+00,1.084107398986816406e+01,1.333826255798339844e+01
9.777143478393554688e+00,1.518665790557861328e+01,8.337613105773925781e+00
8.447817802429199219e+00,9.790895462036132812e+00,1.321639251708984375e+01
1.937745094299316406e+01,1.476653099060058594e+01,1.008478164672851562e+01
1.182295513153076172e+01,2.151702690124511719e+01,1.283760738372802734e+01
1.615639305114746094e+01,9.255130767822265625e+00,8.855368614196777344e+00
1.809993362426757812e+01,1.608862686157226562e+01,1.380094909667968750e+01
1.713738822937011719e+01,2.755747032165527344e+01,1.569129943847656250e+01
1.078937721252441406e+01,1.362296581268310547e+01,9.209677696228027344e+00
1.018073749542236328e+01,9.719662666320800781e+00,1.430218124389648438e+01
2.123825836181640625e+01,1.555538749694824219e+01,1.224617004394531250e+01
1.404428386688232422e+01,1.313641738891601562e+01,1.208780670166015625e+01
1.140333843231201172e+01,2.061238861083984375e+01,1.286752033233642578e+01
1.720198059082031250e+01,9.216606140136718750e+00,1.226824760437011719e+01
1.255435466766357422e+01,2.308472633361816406e+01,1.390628147125244141e+01
1.359515380859375000e+01,1.636211967468261719e+01,1.467686367034912109e+01
2.074968338012695312e+01,1.125030326843261719e+01,1.544058799743652344e+01
1.401581954956054688e+01,1.700063705444335938e+01,2.497985076904296875e+01
1.737672233581542969e+01,2.349041366577148438e+01,1.251278018951416016e+01
1.098709487915039062e+01,9.960925102233886719e+00,1.937366294860839844e+01
1.887053489685058594e+01,1.943358230590820312e+01,1.874769973754882812e+01
2.680119705200195312e+01,1.935299873352050781e+01,1.341640758514404297e+01
1.135333251953125000e+01,1.412798213958740234e+01,1.859360122680664062e+01
1.456100940704345703e+01,1.528037929534912109e+01,1.634900856018066406e+01
2.163388061523437500e+01,1.585478687286376953e+01,1.121224784851074219e+01
1.084019756317138672e+01,1.393711376190185547e+01,1.885521316528320312e+01
1.685527610778808594e+01,1.385355854034423828e+01,1.072097396850585938e+01
1.734395790100097656e+01,1.755402565002441406e+01,1.580389213562011719e+01
1.985653877258300781e+01,1.878806495666503906e+01,1.736884880065917969e+01
1.556291103363037109e+01,1.982100105285644531e+01,2.646715736389160156e+01
1.817885017395019531e+01,1.938323783874511719e+01,2.230638313293457031e+01
2.566594696044921875e+01,1.932470130920410156e+01,1.288355445861816406e+01
1.321741104125976562e+01,1.280966377258300781e+01,1.181223964691162109e+01
1.069164657592773438e+01,1.397589588165283203e+01,2.195051193237304688e+01
2.031228828430175781e+01,1.596733856201171875e+01,1.110876274108886719e+01
1.382084178924560547e+01,2.381400299072265625e+01,1.544965171813964844e+01
1.761496543884277344e+01,1.021517467498779297e+01,1.273790454864501953e+01
1.336204719543457031e+01,1.665550613403320312e+01,2.191406822204589844e+01
2.046547317504882812e+01,1.647122955322265625e+01,1.163158798217773438e+01
1.131909465789794922e+01,1.454238033294677734e+01,1.982958984375000000e+01
2.389572715759277344e+01,1.695541572570800781e+01,1.265278720855712891e+01
1.678940582275390625e+01,1.605386734008789062e+01,1.480687808990478516e+01
1.345941448211669922e+01,2.485891914367675781e+01,1.568429374694824219e+01
1.005737113952636719e+01,1.173189735412597656e+01,1.009629249572753906e+01
9.498225212097167969e+00,1.356758117675781250e+01,1.038845252990722656e+01
1.217392063140869141e+01,9.562726974487304688e+00,1.662970542907714844e+01
1.274592018127441406e+01,1.838453292846679688e+01,1.069865036010742188e+01
1.408249855041503906e+01,1.466785144805908203e+01,1.496388530731201172e+01
2.003378868103027344e+01,1.045558071136474609e+01,1.383912181854248047e+01
1.481288719177246094e+01,1.408253383636474609e+01,1.304978656768798828e+01
1.157197761535644531e+01,1.514318752288818359e+01,2.048543930053710938e+01
