0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.038525858287517423e+00,0.000000000000000000e+00,4.018913515720156759e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.255629629964466254e+00,7.038525858287517423e+00,7.068794394117870361e+00,4.018913515720156759e+00,2.000000000000000000e+00
1.264497098300212841e+00,1.029415548825198456e+01,7.805101447325326625e+00,7.068794394117870361e+00,1.000000000000000000e+00
2.145714572774937601e+00,1.155865258655219741e+01,5.286928147984770732e-02,1.487389584144319699e+01,2.000000000000000000e+00
5.801725722588705558e+00,1.370436715932713412e+01,4.459462975520724015e+00,1.492676512292304380e+01,2.000000000000000000e+00
6.861434101334462632e+00,9.506092881915840564e+00,5.623603074483226827e+00,1.938622809844376604e+01,0.000000000000000000e+00
1.265179907594070841e+00,6.861434101334462632e+00,1.895613499787502043e+00,2.500983117292699376e+01,0.000000000000000000e+00
7.794083909797539178e+00,8.126614008928534361e+00,4.686619140270187778e+00,2.690544467271449491e+01,2.000000000000000000e+00
4.689723700012838670e+00,1.592069791872607354e+01,2.020173718689882492e+00,3.159206381298468358e+01,2.000000000000000000e+00
7.497707036782381707e-01,2.061042161873891132e+01,6.432100120863223580e+00,2.361223753167456607e+01,1.000000000000000000e+00
7.169430602074104542e+00,2.136019232241714860e+01,1.076772078298466440e+00,2.004433765253779143e+01,1.000000000000000000e+00
1.974494802277480865e+00,2.852962292449125314e+01,3.608795312171652725e+00,2.112110973083625964e+01,2.000000000000000000e+00
4.347227570135880015e+00,3.050411772676873312e+01,3.488074420842770529e+00,2.472990504300791059e+01,2.000000000000000000e+00
5.310573641647001963e+00,2.485134529690461136e+01,2.488970480666265139e+00,2.821797946385068201e+01,0.000000000000000000e+00
4.477291650633762110e+00,2.016191893855161155e+01,6.345489343025349172e+00,3.070694994451694626e+01,0.000000000000000000e+00
2.588600384843677382e+00,1.463921058918537099e+01,7.597950997411526686e+00,3.705243928754229898e+01,0.000000000000000000e+00
2.298826993630046722e+00,1.722781097402904749e+01,6.555605649699006499e+00,4.465039028495382922e+01,2.000000000000000000e+00
5.244173602345005847e+00,1.952663796765909510e+01,6.006219441108552104e+00,5.120599593465283306e+01,2.000000000000000000e+00
3.716883619949538975e+00,2.477081157000409917e+01,2.162879587399065606e+00,4.721221537576138871e+01,1.000000000000000000e+00
2.671033066455852811e+00,2.848769518995363725e+01,7.051349468253163444e+00,4.937509496316045698e+01,2.000000000000000000e+00
2.922149084324040302e+00,3.115872825640948918e+01,2.509332276030684206e+00,5.642644443141362132e+01,2.000000000000000000e+00
4.039710778201544450e+00,2.408087734073352948e+01,6.111541132429254120e+00,5.893577670744430463e+01,0.000000000000000000e+00
4.875029656886215257e+00,2.812058811893507482e+01,6.914315704161114517e+00,6.504731783987355698e+01,2.000000000000000000e+00
5.139703488127871367e-01,3.299561777582128741e+01,6.973948549744270586e+00,7.196163354403466883e+01,2.000000000000000000e+00
4.657346777355392931e+00,3.350958812463407810e+01,3.450467936320284146e+00,6.893558209377894741e+01,1.000000000000000000e+00
3.251502479940060475e+00,3.816693490198947103e+01,2.915500285487591547e+00,6.238605003009923422e+01,1.000000000000000000e+00
5.749143488363457344e+00,4.141843738192952884e+01,2.403933617421794011e+00,6.530155031558682310e+01,2.000000000000000000e+00
1.320877943236036245e-01,4.716758087029298707e+01,5.831257897868643347e+00,6.770548393300862244e+01,2.000000000000000000e+00
3.730771372042650746e+00,3.729966866461658981e+01,6.156742298311268513e-01,7.353674183087726135e+01,0.000000000000000000e+00
5.387692351342227681e+00,3.103044003665923967e+01,5.276303582729450881e+00,7.415241606070838998e+01,0.000000000000000000e+00
5.721719317984905295e+00,3.641813238800146735e+01,1.387131394597147960e+00,7.942871964343784441e+01,2.000000000000000000e+00
4.804410563114256405e+00,4.213985170598637353e+01,7.010031170229656716e+00,8.081585103803499237e+01,2.000000000000000000e+00
3.107786733954246650e+00,4.694426226910063349e+01,6.796309124394067425e+00,7.782588220826464465e+01,1.000000000000000000e+00
1.067957626072142396e+00,5.005204900305488280e+01,4.509187632578276705e+00,8.462219133265871562e+01,2.000000000000000000e+00
6.572948001598067691e+00,5.112000662912702609e+01,2.852090872846035907e-01,8.913137896523699055e+01,2.000000000000000000e+00
1.080322564969762311e-01,4.769295463072509733e+01,6.857288442159690689e+00,8.941658805252158970e+01,0.000000000000000000e+00
7.650546308018863151e+00,4.780098688722207356e+01,7.316663893168086297e+00,9.627387649468127506e+01,2.000000000000000000e+00
4.337311385140218079e+00,5.545153319524093405e+01,7.932714277769997047e+00,1.035905403878493587e+02,2.000000000000000000e+00
1.343119543091209067e+00,5.978884458038115213e+01,7.403743152752187306e+00,1.015232546656193620e+02,1.000000000000000000e+00
6.753841273870378359e+00,6.113196412347235764e+01,3.068120369042777185e-01,9.892699781837154660e+01,1.000000000000000000e+00
6.244707947330774722e+00,6.788580539734273600e+01,6.993517527134206269e+00,8.923380985527582254e+01,1.000000000000000000e+00
1.638776375556967757e+00,7.413051334467351694e+01,6.590695925085466200e+00,8.622732738241002437e+01,1.000000000000000000e+00
1.221588315908696210e+00,7.576928972023048914e+01,6.610818536840837645e+00,8.281802330749549412e+01,1.000000000000000000e+00
3.329818465418648010e+00,7.699087803613917913e+01,6.308706107152082687e+00,7.942884184433633266e+01,1.000000000000000000e+00
8.927466609310164003e-01,8.032069650155783336e+01,7.057498454143320998e+00,8.573754795148840913e+01,2.000000000000000000e+00
3.404657812408577122e+00,8.121344316248884354e+01,6.631185891037230995e+00,9.279504640563172302e+01,2.000000000000000000e+00
3.795732101436946060e+00,7.461810097489741622e+01,4.416076269749039440e+00,9.942623229666895668e+01,0.000000000000000000e+00
1.884674392419368516e+00,7.841383307633435606e+01,6.417398970803087188e+00,1.038423085664179979e+02,2.000000000000000000e+00
5.929404688794022604e+00,8.029850746875372636e+01,4.696637290719716695e+00,1.102597075372210895e+02,2.000000000000000000e+00
7.280321152252499317e+00,8.622791215754774896e+01,1.950502169029262767e+00,1.049563448279408107e+02,1.000000000000000000e+00
2.539962089313020144e+00,9.350823330980024650e+01,3.370132044020026640e-01,9.690684699697007431e+01,1.000000000000000000e+00
1.384033272717235086e+00,9.604819539911326842e+01,6.871583746374944290e+00,9.724386020137207254e+01,2.000000000000000000e+00
2.335579925640543841e+00,9.743222867183050084e+01,3.887271880262602508e+00,1.041154439477470106e+02,2.000000000000000000e+00
2.400547692926114252e+00,8.976780859747104557e+01,2.954174602728589782e+00,1.080027158280096131e+02,0.000000000000000000e+00
1.041255594695901010e+00,8.216835629039715627e+01,1.013092368356149464e+00,1.109568904307381985e+02,0.000000000000000000e+00
5.738774046754645752e+00,7.320961188509305373e+01,9.242018425361004930e-01,1.119699827990943533e+02,0.000000000000000000e+00
5.664603530240836626e+00,7.894838593184769593e+01,3.112614853674197768e+00,1.128941846416304600e+02,2.000000000000000000e+00
2.902448439438486183e+00,8.461298946208853522e+01,5.920382570108675857e+00,1.160067994953046622e+02,2.000000000000000000e+00
7.630355791774828589e+00,8.751543790152702229e+01,3.909285735605503298e+00,1.119271820654133336e+02,1.000000000000000000e+00
4.963165329203942377e+00,9.514579369330185443e+01,1.872927433152788090e+00,1.058364678010188413e+02,1.000000000000000000e+00
3.443373265208619749e+00,1.001089590225058004e+02,5.168176179907685075e+00,9.770939523417162320e+01,1.000000000000000000e+00
9.758321496270099260e-01,1.035523322877144210e+02,6.375682389902904035e+00,1.028775714140793127e+02,2.000000000000000000e+00
1.888308730644879141e+00,1.045281644373414309e+02,1.746682773951867773e+00,1.092532538039822185e+02,2.000000000000000000e+00
7.353233250506469254e+00,9.641647316798631095e+01,6.066096117161201562e-02,1.109999365779340792e+02,0.000000000000000000e+00
5.515881629967847033e-01,9.376970641849277399e+01,9.495153028351062119e-01,1.110605975391056859e+02,0.000000000000000000e+00
1.756378114759768572e+00,8.432129458148955337e+01,5.896327133211652693e+00,1.120101128419407956e+02,0.000000000000000000e+00
6.464797595290227683e+00,8.607767269624932283e+01,2.809549171555479674e+00,1.179064399751524519e+02,2.000000000000000000e+00
5.418635688502114967e+00,9.254247029153954429e+01,1.904650657177980655e+00,1.207159891467079262e+02,2.000000000000000000e+00
2.670328875001731106e+00,9.796110598004166548e+01,6.887641956567654766e+00,1.126206398038859078e+02,1.000000000000000000e+00
3.887826608304794540e+00,1.006314348550433948e+02,3.336815591812679394e+00,1.195082817604535563e+02,2.000000000000000000e+00
1.325139964716953500e+00,1.045192614633481867e+02,7.484576550017336238e+00,1.228450973522662366e+02,2.000000000000000000e+00
