0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.940379670427134329e+00,0.000000000000000000e+00,2.278724501186665918e+00,0.000000000000000000e+00
5.382420991977703295e-01,4.940379670427134329e+00,5.383413805659865048e+00,2.278724501186665918e+00
3.550727646591733233e+00,5.382420991977703295e-01,1.474069768733166086e-01,7.662138306846530966e+00
4.761899454236878881e+00,4.088969745789503563e+00,6.064419811482942180e+00,1.474069768733166086e-01
2.319673272861480839e+00,8.850869200026382444e+00,7.918257897345066354e+00,6.064419811482942180e+00
8.226972754688990364e-01,1.117054247288786328e+01,1.866355679428552961e+00,7.918257897345066354e+00
2.691251315191631299e+00,1.993239748356762098e+00,5.965141911957741350e+00,9.784613576773619315e+00
6.637831504173521857e+00,2.691251315191631299e+00,3.553686316395303635e-01,1.574975548873135978e+01
3.725389356074692238e+00,6.637831504173521857e+00,7.626996113817313905e+00,1.610512412037088836e+01
6.062249854818783312e+00,3.725389356074692238e+00,4.582337524915591764e+00,2.373212023418820138e+01
1.419471408255490452e+00,9.787639210893475550e+00,1.706576147199894145e+00,1.831445775910379226e+01
7.308223709419344516e+00,1.419471408255490452e+00,1.959150258073193207e+00,2.002103390630368551e+01
7.023097858468027255e+00,8.727695117674834080e+00,7.862332967620010216e+00,1.198018416437687961e+01
1.045794975606169075e+00,1.575079297614286133e+01,1.477981490039407930e+00,9.842517131996888935e+00
7.476847686103598178e-01,1.679658795174903219e+01,3.406986561660841240e+00,1.477981490039407930e+00
6.587186387128094012e+00,7.544272720359392004e+00,2.605542301633411384e+00,4.884968051700249170e+00
2.152776250717734818e+00,1.413145910748748690e+01,7.934793950866308343e+00,2.605542301633411384e+00
3.638697389687282957e+00,6.284235358205221722e+00,4.648182834706793720e+00,1.054033625249972062e+01
6.173289112584730454e+00,3.638697389687282957e+00,9.925090810958652199e-01,1.518851908720651522e+01
2.446878639460001281e+00,6.173289112584730454e+00,6.136774386043922114e+00,1.618102816830237956e+01
7.064873192664607338e+00,8.620167752044732623e+00,7.046346456380091716e+00,1.231780255434630078e+01
5.697940771151834838e-01,7.064873192664607338e+00,3.131841117775433503e+00,1.936414901072639339e+01
2.903968457945974357e+00,5.697940771151834838e-01,5.559430586015669640e+00,2.249599012850182689e+01
2.892357179745372875e+00,3.473762535061157841e+00,1.676343379722122329e+00,1.805542071451749564e+01
6.018448230004644905e+00,2.892357179745372875e+00,1.821351540107429834e+00,1.973176409423961886e+01
5.765454226460100529e-01,8.910805409750018669e+00,7.614719239382482741e+00,1.155311563434705135e+01
7.714578306080617232e+00,9.487350832396028721e+00,1.657049823009764999e+00,9.167834873729534095e+00
3.360008513284633125e+00,7.714578306080617232e+00,6.798782342873674445e+00,1.082488469673929998e+01
6.512986133147802725e+00,1.107458681936525124e+01,7.292530218630521865e+00,7.623667039612975316e+00
