7.327939271926879883e-01,0.000000000000000000e+00,-5.408467054367065430e-01
2.926110029220581055e+00,2.832878589630126953e+00,0.000000000000000000e+00
2.307999992370605469e+01,3.713404655456542969e+00,-1.169583320617675781e+00
7.951027870178222656e+00,1.468000030517578125e+01,1.356057524681091309e+00
2.623999977111816406e+01,4.251492023468017578e+00,3.022379875183105469e+00
8.390158653259277344e+00,1.476280021667480469e+01,4.685687541961669922e+00
2.556800079345703125e+01,5.932573795318603516e+00,7.444316387176513672e+00
1.699200057983398438e+01,8.890930175781250000e+00,7.861182689666748047e+00
4.369523048400878906e+00,2.283405685424804688e+01,7.406035423278808594e+00
7.711318016052246094e+00,5.811461448669433594e+00,2.366438293457031250e+01
2.828000068664550781e+01,7.461928367614746094e+00,5.232037067413330078e+00
2.690966224670410156e+01,1.014337348937988281e+01,7.680889129638671875e+00
1.010024547576904297e+01,8.608826637268066406e+00,7.203823566436767578e+00
4.384625434875488281e+00,2.316188430786132812e+01,6.823381423950195312e+00
8.441451072692871094e+00,5.320442676544189453e+00,2.471154022216796875e+01
2.828000068664550781e+01,8.827229499816894531e+00,8.358472824096679688e+00
2.230105209350585938e+01,1.051537132263183594e+01,9.641522407531738281e+00
6.566348075866699219e+00,2.503350067138671875e+01,7.574973106384277344e+00
9.549788475036621094e+00,9.284191131591796875e+00,2.774235916137695312e+01
1.149538803100585938e+01,9.511043548583984375e+00,2.190022087097167969e+01
1.019118690490722656e+01,8.209362983703613281e+00,3.834716558456420898e+00
3.000000000000000000e+01,7.874548435211181641e+00,7.851892948150634766e+00
1.305602931976318359e+01,1.091876983642578125e+01,2.699807357788085938e+01
1.253763389587402344e+01,2.864818763732910156e+01,6.557504177093505859e+00
1.317317295074462891e+01,2.017910194396972656e+01,7.883875370025634766e+00
1.181342124938964844e+01,8.282515525817871094e+00,2.762079048156738281e+01
1.102089595794677734e+01,2.416662979125976562e+01,6.263988971710205078e+00
1.309010982513427734e+01,4.000000000000000000e+01,8.293935775756835938e+00
1.193176460266113281e+01,3.430758666992187500e+01,6.230981349945068359e+00
1.251355838775634766e+01,2.430758476257324219e+01,6.624249458312988281e+00
1.236602878570556641e+01,1.430758476257324219e+01,6.730797767639160156e+00
2.768000030517578125e+01,7.724058628082275391e+00,5.088799953460693359e+00
1.236368656158447266e+01,2.600000000000000000e+01,7.606948375701904297e+00
1.267998504638671875e+01,1.004015350341796875e+01,2.979999923706054688e+01
3.000000000000000000e+01,1.028686523437500000e+01,6.662129402160644531e+00
1.378566074371337891e+01,1.057518196105957031e+01,3.000000000000000000e+01
1.513607692718505859e+01,2.944561386108398438e+01,8.211399078369140625e+00
1.531305980682373047e+01,1.101057434082031250e+01,0.000000000000000000e+00
8.154060840606689453e-01,5.599999904632568359e+00,-6.282040476799011230e-02
4.834471225738525391e+00,3.065214633941650391e+00,2.799999952316284180e+00
1.023077487945556641e+01,1.000000000000000000e+01,-6.658155918121337891e-01
1.102865695953369141e+01,5.079313755035400391e+00,1.698040008544921875e+01
8.334990501403808594e+00,5.751815795898437500e+00,4.817319869995117188e+00
2.700000000000000000e+01,6.208365917205810547e+00,9.533759355545043945e-01
2.062000083923339844e+01,8.241822242736816406e+00,4.327380657196044922e+00
7.698962211608886719e+00,9.537553787231445312e+00,1.915173149108886719e+01
8.518323898315429688e+00,1.952952003479003906e+01,1.508381247520446777e+00
1.098600482940673828e+01,1.147599983215332031e+01,4.565868854522705078e+00
1.122456836700439453e+01,6.466853141784667969e+00,2.236563682556152344e+01
2.583440589904785156e+01,6.661597728729248047e+00,2.547580242156982422e+00
1.029982757568359375e+01,8.907821655273437500e+00,2.250045967102050781e+01
8.106481552124023438e+00,2.607687759399414062e+01,1.883723139762878418e+00
1.031317615509033203e+01,2.417938232421875000e+01,5.038235187530517578e+00
2.972999954223632812e+01,6.140882968902587891e+00,3.117498636245727539e+00
1.004547786712646484e+01,2.600000000000000000e+01,4.793700218200683594e+00
1.126247501373291016e+01,8.068237304687500000e+00,2.304500007629394531e+01
2.911890029907226562e+01,8.165880203247070312e+00,6.360521793365478516e+00
2.929966926574707031e+01,9.732397079467773438e+00,7.359635353088378906e+00
9.659077644348144531e+00,9.702550888061523438e+00,2.417243003845214844e+01
8.936733245849609375e+00,2.676902008056640625e+01,3.540247678756713867e+00
1.182955074310302734e+01,8.889117240905761719e+00,2.498671340942382812e+01
2.730554008483886719e+01,8.966531753540039062e+00,4.477603435516357422e+00
1.189861011505126953e+01,2.964173889160156250e+01,5.690709590911865234e+00
1.308896923065185547e+01,8.981355667114257812e+00,2.693928337097167969e+01
3.000000000000000000e+01,9.715321540832519531e+00,8.164659500122070312e+00
1.612968444824218750e+01,1.147039222717285156e+01,3.000000000000000000e+01
1.510684394836425781e+01,1.100139236450195312e+01,2.485749816894531250e+01
1.241131305694580078e+01,3.000000000000000000e+01,4.862986087799072266e+00
1.360879421234130859e+01,9.851704597473144531e+00,2.587672233581542969e+01
2.850122070312500000e+01,9.387379646301269531e+00,4.933299541473388672e+00
1.271483325958251953e+01,2.909616661071777344e+01,5.365511417388916016e+00
1.420703601837158203e+01,1.032410240173339844e+01,0.000000000000000000e+00
8.154060840606689453e-01,2.334787130355834961e+00,0.000000000000000000e+00
2.936456203460693359e+00,8.399999618530273438e+00,-6.852767467498779297e-01
6.319848537445068359e+00,5.320000171661376953e+00,2.138274610042572021e-01
