0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000000e+00,6.799999999999999822e+00
4.000000000000000000e+00,6.040000000000000036e+00
4.000000000000000000e+00,5.812000000000000277e+00
4.000000000000000000e+00,5.743600000000000705e+00
4.000000000000000000e+00,8.020520000000001204e+00
4.000000000000000000e+00,9.614364000000000132e+00
4.000000000000000000e+00,6.884309200000000573e+00
4.000000000000000000e+00,8.819016440000000401e+00
4.000000000000000000e+00,6.645704932000001008e+00
4.000000000000000000e+00,8.651993452399999285e+00
4.000000000000000000e+00,6.595598035720000141e+00
4.000000000000000000e+00,5.978679410716000397e+00
4.000000000000000000e+00,8.185075587501199124e+00
4.000000000000000000e+00,9.729552911250838321e+00
4.000000000000000000e+00,1.081068703787558682e+01
4.000000000000000000e+00,1.156748092651291060e+01
4.000000000000000000e+00,7.470244277953874246e+00
4.000000000000000000e+00,6.241073283386162629e+00
4.000000000000000000e+00,5.872321985015848789e+00
4.000000000000000000e+00,5.761696595504755436e+00
4.000000000000000000e+00,5.728508978651427164e+00
4.000000000000000000e+00,5.718552693595428948e+00
4.000000000000000000e+00,5.715565808078628685e+00
4.000000000000000000e+00,5.714669742423589049e+00
4.000000000000000000e+00,8.000268819696511713e+00
4.000000000000000000e+00,9.600188173787557844e+00
4.000000000000000000e+00,1.072013172165129014e+01
4.000000000000000000e+00,1.150409220515590292e+01
4.000000000000000000e+00,1.205286454360913240e+01
4.000000000000000000e+00,1.243700518052639126e+01
4.000000000000000000e+00,7.731101554157918443e+00
4.000000000000000000e+00,6.319330466247375711e+00
4.000000000000000000e+00,5.895799139874212891e+00
4.000000000000000000e+00,8.127059397911949645e+00
4.000000000000000000e+00,9.688941578538365462e+00
4.000000000000000000e+00,1.078225910497685547e+01
4.000000000000000000e+00,7.234677731493057706e+00
4.000000000000000000e+00,6.170403319447917312e+00
4.000000000000000000e+00,5.851120995834375726e+00
4.000000000000000000e+00,5.755336298750313162e+00
4.000000000000000000e+00,8.028735409125218325e+00
4.000000000000000000e+00,6.408620622737565498e+00
4.000000000000000000e+00,8.486034435916295138e+00
4.000000000000000000e+00,6.545810330774888719e+00
4.000000000000000000e+00,8.582067231542421126e+00
4.000000000000000000e+00,6.574620169462726871e+00
4.000000000000000000e+00,5.972386050838818683e+00
4.000000000000000000e+00,5.791715815251645694e+00
4.000000000000000000e+00,8.054201070676151986e+00
4.000000000000000000e+00,6.416260321202845951e+00
4.000000000000000000e+00,5.924878096360854052e+00
4.000000000000000000e+00,8.147414667452597570e+00
4.000000000000000000e+00,9.703190267216818654e+00
4.000000000000000000e+00,6.910957080165045952e+00
4.000000000000000000e+00,8.837669956115531633e+00
4.000000000000000000e+00,1.018636896928087054e+01
4.000000000000000000e+00,1.113045827849660796e+01
4.000000000000000000e+00,7.339137483548983099e+00
4.000000000000000000e+00,9.137396238484289057e+00
4.000000000000000000e+00,6.741218871545287428e+00
4.000000000000000000e+00,6.022365661463586761e+00
4.000000000000000000e+00,8.215655963024509845e+00
4.000000000000000000e+00,6.464696788907353664e+00
4.000000000000000000e+00,5.939409036672206099e+00
4.000000000000000000e+00,8.157586325670543204e+00
4.000000000000000000e+00,9.710310427969378821e+00
4.000000000000000000e+00,1.079721729957856446e+01
4.000000000000000000e+00,7.239165189873569162e+00
4.000000000000000000e+00,9.067415632911497880e+00
4.000000000000000000e+00,1.034719094303804710e+01
4.000000000000000000e+00,1.124303366012663119e+01
4.000000000000000000e+00,7.372910098037989357e+00
4.000000000000000000e+00,9.161037068626590951e+00
4.000000000000000000e+00,1.041272594803861296e+01
4.000000000000000000e+00,7.123817784411584420e+00
4.000000000000000000e+00,6.137145335323475948e+00
4.000000000000000000e+00,5.841143600597042962e+00
4.000000000000000000e+00,8.088800520417930073e+00
4.000000000000000000e+00,9.662160364292549986e+00
4.000000000000000000e+00,6.898648109287766061e+00
4.000000000000000000e+00,6.069594432786329818e+00
4.000000000000000000e+00,5.820878329835899478e+00
4.000000000000000000e+00,8.074614830885128214e+00
4.000000000000000000e+00,9.652230381619588684e+00
4.000000000000000000e+00,6.895669114485876605e+00
4.000000000000000000e+00,6.068700734345762626e+00
4.000000000000000000e+00,5.820610220303729321e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000000e+00,6.799999999999999822e+00
4.000000000000000000e+00,8.759999999999999787e+00
4.000000000000000000e+00,1.013199999999999967e+01
4.000000000000000000e+00,1.109239999999999959e+01
4.000000000000000000e+00,1.176467999999999847e+01
4.000000000000000000e+00,1.223527599999999893e+01
4.000000000000000000e+00,7.670582800000000034e+00
4.000000000000000000e+00,6.301174839999999833e+00
4.000000000000000000e+00,8.410822387999999705e+00
4.000000000000000000e+00,6.523246716400000089e+00
4.000000000000000000e+00,5.956974014920000116e+00
4.000000000000000000e+00,8.169881810444000081e+00
4.000000000000000000e+00,6.450964543133200557e+00
4.000000000000000000e+00,5.935289362939959901e+00
4.000000000000000000e+00,8.154702554057971398e+00
4.000000000000000000e+00,6.446410766217391952e+00
4.000000000000000000e+00,5.933923229865217586e+00
4.000000000000000000e+00,5.780176968959565897e+00
4.000000000000000000e+00,8.046123878271696839e+00
4.000000000000000000e+00,9.632286714790186721e+00
4.000000000000000000e+00,6.889686014437057082e+00
4.000000000000000000e+00,8.822780210105939602e+00
4.000000000000000000e+00,1.017594614707415701e+01
4.000000000000000000e+00,7.052783844122247459e+00
4.000000000000000000e+00,8.936948690885571978e+00
4.000000000000000000e+00,1.025586408361990109e+01
4.000000000000000000e+00,7.076759225085970328e+00
4.000000000000000000e+00,6.123027767525790921e+00
4.000000000000000000e+00,8.286119437268052224e+00
4.000000000000000000e+00,6.485835831180415845e+00
4.000000000000000000e+00,8.540085081826291002e+00
4.000000000000000000e+00,9.978059557278402991e+00
4.000000000000000000e+00,1.098464169009488245e+01
4.000000000000000000e+00,7.295392507028465090e+00
4.000000000000000000e+00,6.188617752108539705e+00
4.000000000000000000e+00,5.856585325632561734e+00
4.000000000000000000e+00,8.099609727942793214e+00
4.000000000000000000e+00,9.669726809559954006e+00
4.000000000000000000e+00,6.900918042867987268e+00
4.000000000000000000e+00,8.830642630007591976e+00
4.000000000000000000e+00,6.649192789002277948e+00
4.000000000000000000e+00,5.994757836700683740e+00
4.000000000000000000e+00,5.798427351010205122e+00
4.000000000000000000e+00,5.739528205303061625e+00
4.000000000000000000e+00,5.721858461590918488e+00
4.000000000000000000e+00,5.716557538477275990e+00
4.000000000000000000e+00,5.714967261543183241e+00
4.000000000000000000e+00,8.000477083080227203e+00
4.000000000000000000e+00,6.400143124924068339e+00
4.000000000000000000e+00,8.480100187446847571e+00
4.000000000000000000e+00,6.544030056234054982e+00
4.000000000000000000e+00,5.963209016870216317e+00
4.000000000000000000e+00,5.788962705061065250e+00
4.000000000000000000e+00,8.052273893542745142e+00
4.000000000000000000e+00,6.415682168062824431e+00
4.000000000000000000e+00,8.490977517643976569e+00
4.000000000000000000e+00,6.547293255293193504e+00
4.000000000000000000e+00,5.964187976587957962e+00
4.000000000000000000e+00,5.789256392976387389e+00
4.000000000000000000e+00,5.736776917892916217e+00
4.000000000000000000e+00,5.721033075367874865e+00
4.000000000000000000e+00,5.716309922610362193e+00
4.000000000000000000e+00,5.714892976783108480e+00
4.000000000000000000e+00,8.000425083748176291e+00
4.000000000000000000e+00,9.600297558623722693e+00
4.000000000000000000e+00,6.880089267587116808e+00
4.000000000000000000e+00,8.816062487310981410e+00
4.000000000000000000e+00,1.017124374111768681e+01
4.000000000000000000e+00,1.111987061878238059e+01
4.000000000000000000e+00,1.178390943314766659e+01
4.000000000000000000e+00,1.224873660320336555e+01
4.000000000000000000e+00,7.674620980961010197e+00
4.000000000000000000e+00,6.302386294288303326e+00
4.000000000000000000e+00,8.411670406001810818e+00
4.000000000000000000e+00,9.888169284201268283e+00
4.000000000000000000e+00,6.966450785260381195e+00
4.000000000000000000e+00,8.876515549682267192e+00
4.000000000000000000e+00,1.021356088477758561e+01
4.000000000000000000e+00,7.064068265433276039e+00
4.000000000000000000e+00,6.119220479629983167e+00
4.000000000000000000e+00,5.835766143888995394e+00
4.000000000000000000e+00,5.750729843166698885e+00
4.000000000000000000e+00,5.725218952950010376e+00
4.000000000000000000e+00,5.717565685885003468e+00
4.000000000000000000e+00,5.715269705765501307e+00
4.000000000000000000e+00,8.000688794035850648e+00
4.000000000000000000e+00,6.400206638210756083e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000000e+00,6.799999999999999822e+00
4.000000000000000000e+00,6.040000000000000036e+00
4.000000000000000000e+00,5.812000000000000277e+00
4.000000000000000000e+00,8.068400000000000460e+00
4.000000000000000000e+00,9.647880000000000678e+00
4.000000000000000000e+00,6.894364000000001269e+00
4.000000000000000000e+00,8.826054800000001421e+00
4.000000000000000000e+00,1.017823836000000171e+01
4.000000000000000000e+00,1.112476685200000048e+01
4.000000000000000000e+00,7.337430055600000500e+00
4.000000000000000000e+00,9.136201038919999462e+00
