1.424526786804199219e+01,1.429265785217285156e+01,1.895614624023437500e+01,1.899195098876953125e+01
1.673940658569335938e+01,1.699781990051269531e+01,2.060526275634765625e+01,2.411089515686035156e+01
1.785845184326171875e+01,1.815635681152343750e+01,2.415204620361328125e+01,2.679983139038085938e+01
2.518133735656738281e+01,2.408273124694824219e+01,2.476651000976562500e+01,3.756573104858398438e+01
2.659785079956054688e+01,2.723798370361328125e+01,2.778879928588867188e+01,4.718557739257812500e+01
3.051864624023437500e+01,2.713281631469726562e+01,3.553570175170898438e+01,3.955765533447265625e+01
2.979697227478027344e+01,2.758441734313964844e+01,4.349785995483398438e+01,4.021454620361328125e+01
3.230824279785156250e+01,3.053488540649414062e+01,4.566832351684570312e+01,4.567166900634765625e+01
2.926653861999511719e+01,2.998941802978515625e+01,3.718843078613281250e+01,4.722327041625976562e+01
3.003251647949218750e+01,3.430493545532226562e+01,3.145497322082519531e+01,4.851591491699218750e+01
3.283790588378906250e+01,3.888328552246093750e+01,3.444945144653320312e+01,5.325022125244140625e+01
3.263304901123046875e+01,3.325820541381835938e+01,3.670234680175781250e+01,5.536083602905273438e+01
3.337703323364257812e+01,3.305861663818359375e+01,4.446282577514648438e+01,5.029444503784179688e+01
3.465457534790039062e+01,3.478415679931640625e+01,4.554403686523437500e+01,5.337312698364257812e+01
3.317486953735351562e+01,3.389788436889648438e+01,3.626019287109375000e+01,5.716860580444335938e+01
3.499874496459960938e+01,3.573221588134765625e+01,4.344850921630859375e+01,5.501396560668945312e+01
3.316353607177734375e+01,3.794515609741210938e+01,3.689101028442382812e+01,5.181330108642578125e+01
3.686876678466796875e+01,3.765889739990234375e+01,4.740764617919921875e+01,5.840171432495117188e+01
3.625424957275390625e+01,3.711329269409179688e+01,4.749692153930664062e+01,5.826578140258789062e+01
3.718084716796875000e+01,3.810292053222656250e+01,3.926811218261718750e+01,6.405596923828125000e+01
3.714709472656250000e+01,3.806888580322265625e+01,4.608444595336914062e+01,6.028174591064453125e+01
3.928351593017578125e+01,4.408444213867187500e+01,4.169968795776367188e+01,6.363293457031250000e+01
4.445663452148437500e+01,4.113596343994140625e+01,4.274591827392578125e+01,6.505207061767578125e+01
4.521348571777343750e+01,4.625644683837890625e+01,4.794412231445312500e+01,7.693060302734375000e+01
4.589173126220703125e+01,4.456089019775390625e+01,5.817646789550781250e+01,7.064328002929687500e+01
4.477468109130859375e+01,4.580435180664062500e+01,5.875783157348632812e+01,7.272413635253906250e+01
4.582289123535156250e+01,4.688431930541992188e+01,5.708581924438476562e+01,7.462307739257812500e+01
5.068534469604492188e+01,4.706376647949218750e+01,4.865048980712890625e+01,7.493861389160156250e+01
5.803288269042968750e+01,5.145457839965820312e+01,5.249225234985351562e+01,8.265911865234375000e+01
5.085723114013671875e+01,5.775938034057617188e+01,5.303176116943359375e+01,8.374333190917968750e+01
5.172396850585937500e+01,5.296419143676757812e+01,6.202958297729492188e+01,8.531352233886718750e+01
5.231411361694335938e+01,5.357221984863281250e+01,6.510884094238281250e+01,8.638263702392578125e+01
5.380295181274414062e+01,6.092562103271484375e+01,5.568722534179687500e+01,8.907982635498046875e+01
5.568784713745117188e+01,5.704817199707031250e+01,6.395408630371093750e+01,9.249452209472656250e+01
5.742934799194335938e+01,5.884244155883789062e+01,5.895629501342773438e+01,9.806633758544921875e+01
6.214815139770507812e+01,5.900393676757812500e+01,5.909759521484375000e+01,9.593340301513671875e+01
5.824733352661132812e+01,5.968520736694335938e+01,6.779022979736328125e+01,9.713130950927734375e+01
6.515051269531250000e+01,6.172709274291992188e+01,6.148023223876953125e+01,1.007216262817382812e+02
6.263599014282226562e+01,6.420684051513671875e+01,6.364989852905273438e+01,1.063561172485351562e+02
5.994165802001953125e+01,6.737285614013671875e+01,6.122105026245117188e+01,1.002007598876953125e+02
5.951198196411132812e+01,6.987672424316406250e+01,6.083371353149414062e+01,9.942235565185546875e+01
5.782599258422851562e+01,6.785491180419921875e+01,5.931385040283203125e+01,9.636800384521484375e+01
5.695457077026367188e+01,5.835327911376953125e+01,6.789863586425781250e+01,9.478933715820312500e+01
6.073835754394531250e+01,6.225170898437500000e+01,6.193924713134765625e+01,1.037154693603515625e+02
6.116889572143554688e+01,6.929877471923828125e+01,6.232736206054687500e+01,1.024240341186523438e+02
6.999530029296875000e+01,6.513906097412109375e+01,6.446554565429687500e+01,1.067210006713867188e+02
6.802127838134765625e+01,6.975529479980468750e+01,7.811642456054687500e+01,1.148378753662109375e+02
6.957458496093750000e+01,7.135566711425781250e+01,8.204900360107421875e+01,1.176518554687500000e+02
6.835174560546875000e+01,7.009577941894531250e+01,6.880245208740234375e+01,1.168580474853515625e+02
6.954208374023437500e+01,7.791057586669921875e+01,6.987548828125000000e+01,1.175929794311523438e+02
7.198607635498046875e+01,7.384022521972656250e+01,7.207866668701171875e+01,1.236262893676757812e+02
7.491987609863281250e+01,7.686290740966796875e+01,8.486800384521484375e+01,1.273354263305664062e+02
7.537867736816406250e+01,7.733560943603515625e+01,7.513697814941406250e+01,1.286354980468750000e+02
7.523117065429687500e+01,7.718363952636718750e+01,8.514302825927734375e+01,1.278993835449218750e+02
7.787892913818359375e+01,7.991162109375000000e+01,9.254145812988281250e+01,1.326960754394531250e+02
7.616920471191406250e+01,7.815010070800781250e+01,7.584960937500000000e+01,1.301796569824218750e+02
7.642236328125000000e+01,7.841092681884765625e+01,7.607781982421875000e+01,1.342326049804687500e+02
7.266998291015625000e+01,7.454484558105468750e+01,7.269519042968750000e+01,1.274998168945312500e+02
7.445494079589843750e+01,7.045478820800781250e+01,6.911656951904296875e+01,1.160678253173828125e+02
7.015342712402343750e+01,7.195204162597656250e+01,8.079347229003906250e+01,1.187005004882812500e+02
7.512744140625000000e+01,7.707676696777343750e+01,7.491049194335937500e+01,1.283467102050781250e+02
7.409448242187500000e+01,7.601251220703125000e+01,8.341111755371093750e+01,1.258401412963867188e+02
7.588095092773437500e+01,7.785310363769531250e+01,7.558975219726562500e+01,1.297726745605468750e+02
7.766394042968750000e+01,8.677712249755859375e+01,7.719706726074218750e+01,1.323066101074218750e+02
8.447850036621093750e+01,7.886853790283203125e+01,7.647821044921875000e+01,1.308619995117187500e+02
8.290921020507812500e+01,9.265052795410156250e+01,8.192548370361328125e+01,1.418089904785156250e+02
8.289759826660156250e+01,9.674287414550781250e+01,8.191501617431640625e+01,1.417879333496093750e+02
