0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+02,4.000000000000000000e+00,5.200000000000000178e+00,1.199999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
4.000000000000000000e+00,1.600000000000000000e+02,5.560000000000000497e+00,0.000000000000000000e+00,1.199999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000009770e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,2.799999999999999822e+00,9.239999999999998437e+00,8.400000000000000799e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,2.799999999999999822e+00,2.799999999999999822e+00,9.491999999999999105e+00,0.000000000000000000e+00
7.800000000000000000e+01,4.000000000000000000e+00,1.600000000000000000e+01,1.200000000000000400e+00,8.400000000000000355e+00,3.600000000000000422e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000711e+00,3.000000000000000000e+00
4.000000000000000000e+00,7.800000000000000000e+01,2.000000000000000000e+01,1.199999999999999956e+00,1.200000000000000400e+00,8.508000000000000895e+00,4.100039999999999796e-01,0.000000000000000000e+00,1.554312234475219551e-16,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,3.460000000000000853e+01,3.080532000000000181e+01,0.000000000000000000e+00,6.055156376305604466e-16,1.679999999999999716e+01,0.000000000000000000e+00,4.100040000000001461e-01,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000002665e+00,8.189076000000001798e+00,0.000000000000000000e+00,3.080532000000000181e+01,1.344000000000000128e+01,0.000000000000000000e+00,5.163001200000000068e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000355e+01,6.488722800000000568e+00,0.000000000000000000e+00,1.169831880000000268e+01,1.024418556000000002e+01,0.000000000000000000e+00,1.032674012968470908e-15,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.120000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.369780089355288366e-15,1.679999999999999716e+01,0.000000000000000000e+00,1.024418556000000180e+01,0.000000000000000000e+00
