0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040211718963199772e+01,2.229025112063999714e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.763991138959359262e+01,4.458050224127999428e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.993016251023358620e+01,5.687075336191999497e+01,0.000000000000000000e+00,7.999999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.222041363087357979e+01,5.916100448255998856e+01,0.000000000000000000e+00,1.599999999999999867e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.451066475151357338e+01,8.145125560319998215e+01,1.000000000000000000e+01,5.924898080686078927e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.680091587215358118e+01,1.037415067238399757e+02,1.349650812551167967e+01,5.924898080686078927e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.090911669927935748e+02,1.160317578444799835e+02,1.459580975061401631e+01,8.281222807499570848e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.113814181134335684e+02,1.383220089651199771e+02,1.459580975061401631e+01,1.828122280749957085e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.236716692340735761e+02,1.606122600857599707e+02,2.050063421124935914e+01,2.828122280749957085e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.459619203547135839e+02,1.729025112063999643e+02,3.050063421124935914e+01,2.262497824599965668e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.482521714753535775e+02,1.951927623270399579e+02,2.135044394787455246e+01,3.262497824599965668e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.705424225959935711e+02,1.974830134476799515e+02,2.135044394787455246e+01,2.262497824599965313e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.928326737166335647e+02,2.097732645683199735e+02,3.135044394787455246e+01,1.809998259679972321e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.002627574235135626e+02,2.072033482751999713e+02,3.135044394787455246e+01,1.447998607743977928e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.025530085441535562e+02,2.294935993958399649e+02,2.135044394787455246e+01,3.447998607743977573e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.248432596647935497e+02,2.417838505164799585e+02,4.135044394787455246e+01,2.758398886195182342e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.322733433716735476e+02,2.392139342233599848e+02,5.135044394787455246e+01,2.206719108956146158e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.345635944923135412e+02,2.615041853440000068e+02,3.135044394787455602e+01,3.206719108956146158e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.568538456129535348e+02,2.737944364646400004e+02,3.135044394787455602e+01,3.365375287164916784e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.591440967335935284e+02,2.960846875852799940e+02,2.135044394787455246e+01,4.365375287164916784e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.814343478542335220e+02,2.983749387059199307e+02,2.135044394787455246e+01,4.365375287164916074e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.888644315611135198e+02,2.858050224127999286e+02,3.135044394787455246e+01,2.365375287164915719e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.011546826817535134e+02,3.080952735334399222e+02,3.508035515829963913e+01,3.365375287164916074e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
