0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.532094270552157411e+00,0.000000000000000000e+00,1.195932742890090772e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.731396465883608293e+00,3.532094270552157411e+00,6.690666757440739687e-01,1.195932742890090772e+00,2.000000000000000000e+00
2.035439380082654459e+00,7.263490736435765704e+00,2.518032941092815946e-01,6.690666757440739687e-01,1.000000000000000000e+00
1.686266837951154507e+00,9.298930116518420164e+00,3.941833089936794821e+00,9.208699698533555633e-01,2.000000000000000000e+00
2.061736417990855053e+00,1.098519695446957556e+01,6.606094967152119857e+00,4.862703059790150384e+00,2.000000000000000000e+00
5.450474037678101347e+00,3.046933372460430611e+00,3.108238399872033320e+00,1.146879802694227024e+01,0.000000000000000000e+00
2.869364795918682987e+00,8.497407410138531958e+00,1.267070180914215527e+00,1.457703642681430267e+01,2.000000000000000000e+00
7.702521112732664932e+00,1.136677220605721494e+01,2.547844519746194081e-01,1.584410660772851820e+01,2.000000000000000000e+00
6.129589964238940425e+00,1.906929331878988165e+01,5.325888299388150671e+00,6.098891059703137607e+00,1.000000000000000000e+00
1.688103288092869469e+00,2.519888328302882030e+01,3.682328978382818363e-01,1.142477935909128917e+01,2.000000000000000000e+00
2.420110662725977413e+00,2.688698657112168888e+01,3.974848240605216354e+00,1.179301225692957189e+01,2.000000000000000000e+00
4.524097806706386393e+00,1.930709723384766718e+01,4.183255233154566710e+00,1.576786049753478736e+01,0.000000000000000000e+00
3.407927790694076364e-01,1.383119504055405358e+01,4.467373806756063104e-01,1.995111573068935229e+01,0.000000000000000000e+00
1.738609502898866843e+00,4.171987819623461213e+00,7.350080120949261442e+00,2.039785311136495949e+01,0.000000000000000000e+00
3.600426924504551707e+00,5.910597322522328056e+00,3.074700405513054235e+00,2.774793323231422093e+01,2.000000000000000000e+00
5.054846060619997417e-01,9.511024247026879763e+00,1.369747080539228001e+00,3.082263363782727339e+01,2.000000000000000000e+00
7.907109976068831259e-01,1.001650885308887950e+01,7.351446123002268962e+00,2.219238071836650050e+01,1.000000000000000000e+00
7.975524918071977609e+00,1.080721985069576263e+01,6.452070917330637201e+00,2.954382684136876946e+01,2.000000000000000000e+00
5.692236052022989767e-01,1.878274476876774202e+01,7.204815772436885979e+00,3.599589775869940667e+01,2.000000000000000000e+00
3.797875493078803011e+00,9.351968373970041881e+00,6.132807287552308750e+00,4.320071353113629442e+01,0.000000000000000000e+00
4.808377605715762115e+00,1.314984386704884400e+01,7.941486389435405080e+00,4.933352081868860495e+01,2.000000000000000000e+00
4.241012514509759690e+00,1.795822147276460612e+01,4.600620041877537147e+00,5.727500720812400914e+01,2.000000000000000000e+00
7.509422416384503585e+00,2.219923398727436492e+01,4.786880519437412218e+00,5.187562725000154273e+01,1.000000000000000000e+00
1.330820856774084682e+00,2.970865640365886762e+01,3.493903282462142990e+00,4.666250776943895318e+01,1.000000000000000000e+00
4.933147239383932181e+00,3.103947726043295319e+01,2.490791659328011498e+00,5.015641105190109528e+01,2.000000000000000000e+00
3.851822742128211630e+00,3.597262449981688803e+01,6.534372581524968027e+00,5.264720271122910589e+01,2.000000000000000000e+00
6.258078514272670034e+00,2.982444724194510144e+01,7.212569275476480968e+00,5.918157529275407569e+01,0.000000000000000000e+00
1.219951980706488470e+00,2.608252575621776970e+01,4.191723826726176938e+00,6.639414456823055843e+01,0.000000000000000000e+00
1.351975411893280743e+00,1.730247773692425284e+01,5.504444803335582392e+00,7.058586839495673360e+01,0.000000000000000000e+00
3.881113415399398470e+00,8.654453148817534469e+00,3.220144706158926340e+00,7.609031319829232132e+01,0.000000000000000000e+00
3.893616326663302374e+00,3.881113415399398470e+00,4.272237753691373818e+00,7.931045790445125476e+01,0.000000000000000000e+00
1.260304120146056306e+00,3.893616326663302374e+00,4.436884688233970309e+00,8.358269565814262592e+01,0.000000000000000000e+00
6.345922921304610220e+00,5.153920446809358680e+00,6.335664264191380290e+00,8.801958034637659978e+01,2.000000000000000000e+00
3.709824286815255334e-02,1.149984336811396801e+01,3.203702891089047711e+00,9.435524461056797918e+01,2.000000000000000000e+00
