0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.136359336406945530e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.229008656948482159e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
6.550365472223702135e+00,0.000000000000000000e+00,1.058086120401931396e+00,2.287372519344734290e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,2.000000000000000042e-02,5.000000000000000278e-02,5.000000000000000278e-02
7.595315740440297780e+00,0.000000000000000000e+00,2.113147864354433914e+00,5.268630574002855838e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02,5.000000000000000278e-02,8.000000000000000167e-02,2.000000000000000042e-02
2.974328892431892246e+00,3.025404170920914737e+00,4.661439771176489333e-01,8.735939848721454126e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,8.000000000000000167e-02,1.100000000000000006e-01,5.000000000000000278e-02
5.538229222068236091e+00,6.050808341841830140e-01,6.617668860451446200e+00,3.315421399227028942e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.100000000000000006e-01,2.000000000000000042e-02,8.000000000000000167e-02
2.371644516808516734e+00,1.656933634623713569e+00,3.958251825051489980e+00,6.341910563070173978e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02,1.400000000000000133e-01,5.000000000000000278e-02,2.000000000000000042e-02
1.356934697199855488e+00,1.867304194711619791e+00,7.916503650102980627e-01,7.100020340875175862e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.999999999999999667e-02,1.499999999999999944e-01,0.000000000000000000e+00,2.999999999999999889e-02
5.374899735602310713e+00,3.493525761705664312e+00,5.928394503078285638e+00,7.374640595072141203e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e-01,1.799999999999999933e-01,2.000000000000000042e-02,5.999999999999999778e-02
6.653353830285749559e+00,3.493525761705664312e+00,6.277174457974599164e+00,1.036336944596054011e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.499999999999999944e-01,2.000000000000000042e-02,5.000000000000000278e-02,8.999999999999999667e-02
2.481146273284539294e+00,1.018649283766305480e+01,2.197692297640851500e+00,1.288427198429558551e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,5.000000000000000278e-02,8.000000000000000167e-02,1.199999999999999956e-01
9.435814668153104101e-01,1.018649283766305480e+01,4.395384595281703333e-01,1.379534723277679475e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-02,5.999999999999999778e-02,0.000000000000000000e+00,1.300000000000000044e-01
4.172689499015862502e+00,2.247216738222630461e+00,4.078983173894981107e+00,4.379927176832442370e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-02,8.999999999999999667e-02,2.000000000000000042e-02,1.600000000000000033e-01
